period_date,provider_org_code,provider_org_name,elective_ga_ordinary_admissions_ffces,elective_ga_daycase_admissions_ffces,elective_ga_total_admissions_ffces,elective_ga_planned_ordinary_admissions_ffces,elective_ga_planned_daycase_admissions_ffces,elective_ga_planned_total_admissions_ffces,elective_ga_admissions_ffces_nhs_treatment_centres_tcs,total_nonelective_ga_admissions_ffces,gp_referrals_made_all_specialties,gp_referrals_seen_all_specialties,gp_referrals_made_ga,gp_referrals_seen_ga,other_referrals_made_ga,all_1st_outpatient_attendances_ga
2012-01-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,382,1344,1726,103,537,640,0,1259,1982,1372,1982,1372,3645,3641
2012-02-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,353,1203,1556,62,434,496,0,1248,2065,1250,2065,1250,3585,3197
2012-03-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,394,1223,1617,85,427,512,0,1502,2003,1351,2003,1351,3470,3320
2012-04-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,313,1211,1524,89,510,599,0,897,1921,1133,1921,1133,3764,3086
2012-05-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,353,1302,1655,90,535,625,0,815,2184,1571,2184,1571,4302,4012
2012-06-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,315,1228,1543,69,558,627,0,790,1632,1055,1632,1055,3268,3024
2012-07-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,379,1370,1749,100,570,670,0,863,1788,1438,1788,1438,3834,3691
2012-08-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,383,1305,1688,82,572,654,0,724,1666,1102,1666,1102,3928,3178
2012-09-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,374,1191,1565,93,527,620,0,795,1823,1349,1823,1349,3479,3528
2012-10-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,381,1450,1831,87,569,656,0,845,1979,1515,1979,1515,3972,3937
2012-11-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,377,1399,1776,107,548,655,0,925,1890,1451,1890,1451,3617,3713
2012-12-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,303,1191,1494,72,488,560,0,852,1394,967,1394,967,2831,2684
2013-01-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,437,1626,2063,128,672,800,0,862,2025,1444,2025,1444,3466,3721
2013-02-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,455,1447,1902,144,581,725,0,835,1941,1357,1941,1357,3267,3517
2013-03-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,483,1543,2026,150,555,705,0,918,2294,1396,2294,1396,3970,3812
2013-04-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,439,1516,1955,104,576,680,0,869,2037,1448,2037,1448,3688,3635
2013-05-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,473,1402,1875,106,530,636,0,925,1972,1470,1972,1470,3718,3689
2013-06-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,441,1333,1774,107,490,597,0,909,1897,1309,1897,1309,3546,3390
2013-07-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,508,1586,2094,131,611,742,0,902,2054,1343,2054,1343,3879,3703
2013-08-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,426,1324,1750,103,539,642,0,754,1584,1126,1584,1126,3181,2843
2013-09-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,401,1451,1852,127,579,706,0,826,1734,1355,1734,1355,3216,3390
2013-10-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,480,1598,2078,153,647,800,0,841,1953,1539,1953,1539,3611,3907
2013-11-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,440,1482,1922,150,589,739,0,878,1831,1472,1831,1472,3175,3719
2013-12-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,307,1354,1661,102,571,673,0,992,1529,1102,1529,1102,3164,2840
2014-01-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,449,1605,2054,116,697,813,0,879,2066,1473,2066,1473,3525,4028
2014-02-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,427,1652,2079,136,705,841,0,826,2048,1365,2048,1365,3377,3687
2014-03-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,496,1748,2244,177,729,906,0,992,2352,1557,2352,1557,3757,4296
2014-04-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,424,1501,1925,131,674,805,0,914,1978,1371,1978,1371,3478,3742
2014-05-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,459,1523,1982,157,629,786,0,928,1950,1391,1950,1391,3534,3840
2014-06-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,435,1564,1999,143,630,773,0,941,1912,1444,1912,1444,4084,3904
2014-07-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,508,1613,2121,178,682,860,0,995,2039,1500,2039,1500,3723,4321
2014-08-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,431,1408,1839,158,622,780,0,782,1412,1081,1412,1081,2687,3186
2014-09-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,468,1592,2060,150,647,797,0,960,2032,1590,2032,1590,3476,4339
2014-10-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,492,1693,2185,142,691,833,0,879,1929,1586,1929,1586,3627,4113
2014-11-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,490,1572,2062,151,638,789,0,948,1695,1556,1695,1556,3528,4158
2014-12-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,316,1519,1835,101,683,784,0,1060,1648,1333,1648,1333,3164,3732
2015-01-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,438,1529,1967,129,649,778,0,1013,1859,1200,1859,1200,3568,3622
2015-02-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,428,1581,2009,160,703,863,0,966,2092,1160,2092,1160,3791,3754
2015-03-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,443,1631,2074,167,792,959,0,1025,2123,1177,2123,1177,3931,3900
2015-04-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,484,1592,2076,166,727,893,0,885,1958,1465,1958,1465,3556,3953
2015-05-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,503,1472,1975,155,673,828,0,874,2007,1275,2007,1275,3361,3630
2015-06-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,430,1779,2209,138,790,928,0,851,2143,1303,2143,1303,4108,3851
2015-07-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,459,1681,2140,152,559,711,0,931,2121,1401,2121,1401,3784,3952
2015-08-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,483,1405,1888,138,508,646,0,840,1607,1100,1607,1100,2835,3093
2015-09-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,451,1722,2173,142,612,754,0,899,1928,1351,1928,1351,3376,4114
2015-10-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,309,1152,1461,107,514,621,0,912,2005,855,2005,855,3357,3030
2015-11-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,421,1557,1978,151,648,799,0,1078,1941,1250,1941,1250,3162,3850
2015-12-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,370,1416,1786,132,518,650,0,1056,1652,1081,1652,1081,3303,3416
2016-01-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,381,1796,2177,113,776,889,0,1362,1911,1407,1911,1407,3795,4018
2016-02-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,386,1677,2063,133,802,935,0,1219,1829,1358,1829,1358,3790,3837
2016-03-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,454,1910,2364,168,875,1043,0,1454,2320,1660,2320,1660,4683,4720
2016-04-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,428,1599,2027,187,766,953,0,1174,2078,1121,2078,1121,3732,3712
2016-05-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,402,1432,1834,155,760,915,0,1323,2039,1466,2039,1466,4105,4091
2016-06-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,476,1600,2076,170,745,915,0,1346,2117,1334,2117,1334,3940,4311
2016-07-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,445,1547,1992,163,701,864,0,1427,1801,1207,1801,1207,3919,3885
2016-08-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,429,1528,1957,143,731,874,0,1131,1667,1189,1667,1189,3631,3768
2016-09-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,470,1629,2099,147,706,853,0,1275,1876,1558,1876,1558,3748,4301
2016-10-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,403,1551,1954,126,690,816,0,1406,1850,1515,1850,1515,3936,4309
2016-11-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,401,1782,2183,150,722,872,0,1354,2009,1693,2009,1693,4016,4479
2016-12-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,386,1609,1995,126,646,772,0,1403,1628,1312,1628,1312,3554,3661
2012-01-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,443,2497,2940,54,782,836,0,2315,7384,6098,6246,5029,2931,9585
2012-02-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,486,2381,2867,45,735,780,0,1960,6833,5332,5829,4388,2583,8268
2012-03-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,517,2413,2930,44,788,832,0,2286,6767,5039,5900,4205,2548,7945
2012-04-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,514,2305,2819,62,803,865,0,1911,7549,5505,6543,4634,2592,8142
2012-05-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,638,2587,3225,89,871,960,0,2164,8698,7033,7643,5988,3109,10705
2012-06-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,537,2219,2756,67,759,826,0,2146,7225,5440,6358,4613,2763,8376
2012-07-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,589,2479,3068,93,726,819,0,2199,8237,6521,7140,5541,2865,8933
2012-08-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,550,2260,2810,73,713,786,0,2172,7519,5955,6451,5013,2866,8450
2012-09-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,503,2245,2748,65,696,761,0,2142,6868,5622,5917,4750,2732,8942
2012-10-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,533,2217,2750,66,720,786,0,2257,7421,6229,6393,5121,3100,8841
2012-11-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,575,2469,3044,82,773,855,0,2160,7226,6435,6254,5371,2988,9177
2012-12-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,421,2077,2498,62,680,742,0,2293,5854,4938,5022,4154,2513,7155
2013-01-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,496,2903,3399,68,648,716,0,2037,8170,6489,7562,5717,2878,9845
2013-02-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,471,2578,3049,69,543,612,0,1893,7616,5999,7042,5298,2661,8917
2013-03-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,555,2732,3287,82,565,647,0,2173,8081,6189,7521,5496,2791,9209
2013-04-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,466,2570,3036,53,647,700,0,2105,8150,5877,7125,4893,2840,8394
2013-05-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,501,2632,3133,58,647,705,0,2189,8189,6314,7075,5392,2778,9061
2013-06-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,512,2641,3153,70,655,725,0,2039,8245,6336,7133,5393,2933,9214
2013-07-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,524,2797,3321,75,663,738,0,2230,8086,6846,6917,5959,2694,9697
2013-08-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,486,2501,2987,74,513,587,0,1964,7481,5484,6650,4735,2462,8192
2013-09-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,474,2612,3086,69,558,627,0,1950,7523,6369,6505,5608,2660,9180
2013-10-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,568,2893,3461,94,651,745,0,2141,8610,6964,7419,6052,2819,10037
2013-11-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,549,2879,3428,81,624,705,0,2037,7717,6475,6753,5561,2725,9314
2013-12-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,484,2376,2860,76,558,634,0,2123,7104,5777,6222,5027,2566,8486
2014-01-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,497,2745,3242,112,697,809,0,2228,7925,6930,7092,6137,2624,9892
2014-02-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,581,2717,3298,114,659,773,0,1976,8590,6718,7653,5984,2333,9379
2014-03-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,608,2882,3490,124,722,846,0,2127,9579,7420,8519,6618,2733,10229
2014-04-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,513,2757,3270,68,616,684,0,2121,7703,6047,7142,5287,2579,9050
2014-05-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,541,2721,3262,66,601,667,0,2084,7674,6019,7130,5250,2755,9130
2014-06-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,547,2769,3316,77,616,693,0,1976,8563,6741,7943,5996,3004,9909
2014-07-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,603,3014,3617,94,735,829,0,2171,9028,7260,8315,6488,2948,10527
2014-08-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,563,2700,3263,108,517,625,0,2124,7468,6102,6684,5437,2354,8792
2014-09-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,513,2757,3270,68,616,684,0,2121,7703,6047,7142,5287,2579,9050
2014-10-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,632,2901,3533,132,699,831,0,2357,8594,7418,7763,6498,2805,10557
2014-11-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,612,2695,3307,126,613,739,0,2223,7657,6917,6935,6191,2556,9894
2014-12-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,477,2373,2850,133,638,771,0,2330,7379,6621,6551,5953,2450,9137
2015-01-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,518,2852,3370,102,669,771,0,2203,9179,7311,8294,6423,2514,9733
2015-02-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,551,3012,3563,89,766,855,0,2055,9617,7354,8777,6632,2822,10083
2015-03-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,422,2746,3168,96,756,852,0,2181,9452,7329,8661,6704,2983,10255
2015-04-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,550,2695,3245,101,582,683,0,2135,8398,7282,7438,6422,2569,10053
2015-05-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,560,2597,3157,100,560,660,0,2123,8734,7397,7727,6594,2745,9826
2015-06-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,604,2799,3403,111,580,691,0,1978,9291,7823,8338,6800,2849,10608
2015-07-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,626,3186,3812,101,577,678,0,1957,9463,7905,8366,6999,3155,10747
2015-08-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,483,2737,3220,81,615,696,0,2040,7998,6472,7149,5692,2611,8721
2015-09-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,614,2950,3564,102,676,778,0,2074,9026,7688,7873,6756,2999,10412
2015-10-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,616,2935,3551,102,700,802,0,2136,9632,7813,8477,6808,2982,10777
2015-11-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,558,2824,3382,123,650,773,0,2010,9747,8108,8761,7090,2725,10572
2015-12-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,486,2544,3030,90,638,728,0,2204,8677,7605,7763,6771,2598,10111
2016-01-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,405,3109,3514,121,725,846,0,2378,9845,7840,9080,6910,3737,11110
2016-02-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,512,2820,3332,126,673,799,0,2229,9482,6697,9300,6429,2407,9618
2016-03-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,518,3136,3654,112,864,976,0,2355,11231,7321,10966,7046,2898,10640
2016-04-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,512,2938,3450,132,741,873,0,2075,10337,7181,9353,6498,2767,9877
2016-05-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,575,2846,3421,110,669,779,0,2211,10824,7841,9875,6950,3091,10515
2016-06-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,603,3088,3691,145,771,916,0,2150,11220,8341,10343,7424,3237,11322
2016-07-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,607,2890,3497,132,682,814,0,2209,10290,7921,9481,7063,3323,10737
2016-08-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,599,2724,3323,79,699,778,0,2042,10961,8083,10109,7248,3375,10947
2016-09-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,622,2942,3564,112,744,856,0,2167,11658,8407,10796,7463,3252,11391
2016-10-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,715,3044,3759,125,794,919,0,2240,12148,8952,11445,8002,3288,12051
2016-11-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,691,3203,3894,116,785,901,0,2217,11206,9192,10389,8177,3177,12192
2016-12-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,588,2743,3331,116,677,793,0,2306,9334,7476,8630,6640,2752,10004
2012-01-01,NVC01,ASHTEAD HOSPITAL,52,149,201,0,0,0,0,0,107,150,107,150,0,150
2012-02-01,NVC01,ASHTEAD HOSPITAL,33,127,160,0,0,0,0,0,84,87,84,87,0,87
2012-03-01,NVC01,ASHTEAD HOSPITAL,23,128,151,0,0,0,0,0,89,105,89,105,0,105
2012-04-01,NVC01,ASHTEAD HOSPITAL,36,106,142,0,0,0,0,0,90,95,90,95,0,95
2012-05-01,NVC01,ASHTEAD HOSPITAL,54,211,265,0,0,0,0,0,126,145,126,145,0,145
2012-06-01,NVC01,ASHTEAD HOSPITAL,37,180,217,0,0,0,0,0,99,125,99,125,0,125
2012-07-01,NVC01,ASHTEAD HOSPITAL,63,187,250,0,0,0,0,0,121,118,121,118,0,118
2012-08-01,NVC01,ASHTEAD HOSPITAL,38,186,224,0,0,0,0,0,115,133,115,133,0,133
2012-09-01,NVC01,ASHTEAD HOSPITAL,59,199,258,0,0,0,0,0,90,104,90,104,0,104
2012-10-01,NVC01,ASHTEAD HOSPITAL,52,178,230,0,0,0,0,0,102,107,102,107,0,107
2012-11-01,NVC01,ASHTEAD HOSPITAL,53,173,226,0,0,0,0,0,86,111,86,111,0,111
2012-12-01,NVC01,ASHTEAD HOSPITAL,33,112,145,0,0,0,0,0,104,92,104,92,0,92
2013-01-01,NVC01,ASHTEAD HOSPITAL,47,233,280,0,0,0,0,0,319,329,319,329,0,329
2013-02-01,NVC01,ASHTEAD HOSPITAL,65,280,345,0,0,0,0,0,264,305,264,305,0,305
2013-03-01,NVC01,ASHTEAD HOSPITAL,59,269,328,0,0,0,0,0,326,361,326,361,0,361
2013-04-01,NVC01,ASHTEAD HOSPITAL,35,106,141,0,0,0,0,0,125,112,125,112,0,112
2013-05-01,NVC01,ASHTEAD HOSPITAL,25,161,186,0,0,0,0,0,154,150,154,150,0,150
2013-06-01,NVC01,ASHTEAD HOSPITAL,18,129,147,0,0,0,0,0,146,168,146,168,0,168
2013-07-01,NVC01,ASHTEAD HOSPITAL,36,146,182,0,0,0,0,0,164,171,164,171,0,171
2013-08-01,NVC01,ASHTEAD HOSPITAL,49,140,189,0,0,0,0,0,231,202,231,202,0,202
2013-09-01,NVC01,ASHTEAD HOSPITAL,51,190,241,0,0,0,0,0,202,257,202,257,0,257
2013-10-01,NVC01,ASHTEAD HOSPITAL,61,206,267,0,0,0,0,0,250,268,250,268,0,268
2013-11-01,NVC01,ASHTEAD HOSPITAL,74,258,332,0,0,0,0,0,247,261,247,261,0,261
2013-12-01,NVC01,ASHTEAD HOSPITAL,54,152,206,0,0,0,0,0,238,219,238,219,0,219
2014-01-01,NVC01,ASHTEAD HOSPITAL,76,306,382,0,0,0,0,0,266,356,266,356,0,356
2014-02-01,NVC01,ASHTEAD HOSPITAL,67,315,382,0,0,0,0,0,242,255,242,255,0,255
2014-03-01,NVC01,ASHTEAD HOSPITAL,81,329,410,0,0,0,0,0,235,299,235,299,0,299
2014-04-01,NVC01,ASHTEAD HOSPITAL,64,270,334,0,0,0,0,0,317,336,317,336,0,336
2014-05-01,NVC01,ASHTEAD HOSPITAL,56,236,292,0,0,0,0,0,254,271,254,271,0,271
2014-06-01,NVC01,ASHTEAD HOSPITAL,59,287,346,0,0,0,0,0,375,355,375,355,0,355
2014-07-01,NVC01,ASHTEAD HOSPITAL,61,274,335,0,0,0,0,0,398,441,398,441,0,441
2014-08-01,NVC01,ASHTEAD HOSPITAL,44,214,258,0,0,0,0,0,228,236,228,236,0,236
2014-09-01,NVC01,ASHTEAD HOSPITAL,59,250,309,0,0,0,0,0,245,324,245,324,0,324
2014-10-01,NVC01,ASHTEAD HOSPITAL,64,248,312,0,0,0,0,0,289,304,288,304,0,304
2014-11-01,NVC01,ASHTEAD HOSPITAL,68,296,364,0,0,0,0,0,272,333,272,333,0,334
2014-12-01,NVC01,ASHTEAD HOSPITAL,66,238,304,0,0,0,0,0,262,274,262,274,0,274
2015-01-01,NVC01,ASHTEAD HOSPITAL,35,176,211,0,0,0,0,0,193,242,193,242,0,242
2015-02-01,NVC01,ASHTEAD HOSPITAL,37,159,196,0,0,0,0,0,153,236,153,236,0,236
2015-03-01,NVC01,ASHTEAD HOSPITAL,26,168,194,0,0,0,0,0,256,209,256,209,0,209
2015-04-01,NVC01,ASHTEAD HOSPITAL,43,251,294,0,0,0,0,0,317,301,317,301,0,301
2015-05-01,NVC01,ASHTEAD HOSPITAL,23,173,196,0,0,0,0,0,198,281,198,281,0,281
2015-06-01,NVC01,ASHTEAD HOSPITAL,33,189,222,0,0,0,0,0,220,289,220,289,0,289
2015-07-01,NVC01,ASHTEAD HOSPITAL,23,168,191,0,0,0,0,0,187,268,187,268,0,268
2015-08-01,NVC01,ASHTEAD HOSPITAL,20,159,179,0,0,0,0,0,179,224,179,224,0,225
2015-09-01,NVC01,ASHTEAD HOSPITAL,32,162,194,0,0,0,0,0,194,260,194,260,0,260
2015-10-01,NVC01,ASHTEAD HOSPITAL,45,184,229,0,0,0,0,0,225,238,225,238,0,238
2015-11-01,NVC01,ASHTEAD HOSPITAL,29,160,189,0,0,0,0,0,229,255,229,255,0,255
2015-12-01,NVC01,ASHTEAD HOSPITAL,34,138,172,0,0,0,0,0,214,215,214,215,0,215
2016-01-01,NVC01,ASHTEAD HOSPITAL,33,167,200,0,0,0,0,0,206,252,206,252,0,252
2016-02-01,NVC01,ASHTEAD HOSPITAL,24,159,183,0,0,0,0,0,198,243,198,243,0,243
2016-03-01,NVC01,ASHTEAD HOSPITAL,18,180,198,0,0,0,0,0,205,255,205,255,0,255
2016-04-01,NVC01,ASHTEAD HOSPITAL,38,139,177,0,0,0,0,0,225,282,225,282,0,282
2016-05-01,NVC01,ASHTEAD HOSPITAL,35,136,171,0,0,0,0,0,203,262,203,262,0,262
2016-06-01,NVC01,ASHTEAD HOSPITAL,32,181,213,0,0,0,0,0,195,264,195,264,0,264
2016-07-01,NVC01,ASHTEAD HOSPITAL,21,139,160,0,0,0,0,0,234,277,234,277,0,277
2016-08-01,NVC01,ASHTEAD HOSPITAL,33,127,160,0,0,0,0,0,246,272,246,272,0,272
2016-09-01,NVC01,ASHTEAD HOSPITAL,29,185,214,0,0,0,0,0,175,242,175,242,0,242
2016-10-01,NVC01,ASHTEAD HOSPITAL,37,172,209,0,0,0,0,0,263,258,263,258,0,258
2016-11-01,NVC01,ASHTEAD HOSPITAL,31,146,177,0,0,0,0,0,231,280,231,280,0,280
2016-12-01,NVC01,ASHTEAD HOSPITAL,27,125,152,0,0,0,0,0,116,189,116,189,0,189
2012-01-01,NYW04,ASPEN - CLAREMONT HOSPITAL,30,27,57,30,27,57,0,0,95,95,95,95,0,95
2012-02-01,NYW04,ASPEN - CLAREMONT HOSPITAL,32,46,78,32,46,78,0,0,157,157,157,157,0,157
2012-03-01,NYW04,ASPEN - CLAREMONT HOSPITAL,32,46,78,32,46,78,0,0,157,157,157,157,0,157
2012-04-01,NYW04,ASPEN - CLAREMONT HOSPITAL,34,49,83,34,49,83,0,0,98,98,98,98,0,98
2012-05-01,NYW04,ASPEN - CLAREMONT HOSPITAL,25,35,60,25,35,60,0,0,102,102,102,102,0,102
2012-06-01,NYW04,ASPEN - CLAREMONT HOSPITAL,27,29,56,27,29,56,0,0,98,98,98,98,0,98
2012-07-01,NYW04,ASPEN - CLAREMONT HOSPITAL,24,44,68,24,44,68,0,0,86,86,86,86,0,86
2012-08-01,NYW04,ASPEN - CLAREMONT HOSPITAL,34,21,55,34,21,55,0,0,92,92,92,92,0,92
2012-09-01,NYW04,ASPEN - CLAREMONT HOSPITAL,28,28,56,28,28,56,0,0,27,27,27,27,0,27
2012-10-01,NYW04,ASPEN - CLAREMONT HOSPITAL,31,24,55,31,24,55,0,0,108,108,108,108,0,108
2012-11-01,NYW04,ASPEN - CLAREMONT HOSPITAL,30,27,57,30,27,57,0,0,93,93,93,93,0,93
